Weather;Description;Temperature;Feels_Like;Temp_Min;Temp_Max;Pressure;Humidity;Visibility;Wind_Speed;Wind_Gust;Wind_Deg;Clouds_Level;Datetime;Sunrise;Sunset
 Clear; clear sky; 295.85; 295.72; 293.18; 297.38;1014;59;10000; 2.06;0;0;0;1685516096;1685504074;1685557622
 Clear; clear sky; 295.85; 295.72; 293.18; 297.38;1014;59;10000; 2.06;0;0;0;1685516096;1685504074;1685557622
 Clear; clear sky; 295.85; 295.72; 293.18; 297.38;1014;59;10000; 2.06;0;0;0;1685516096;1685504074;1685557622
 Clear; clear sky; 295.85; 295.72; 293.18; 297.38;1014;59;10000; 2.06;0;0;0;1685516096;1685504074;1685557622
 Clear; clear sky; 295.85; 295.72; 293.18; 297.38;1014;59;10000; 2.06;0;0;0;1685516096;1685504074;1685557622
 Clear; clear sky; 295.85; 295.72; 293.18; 297.38;1014;59;10000; 2.06;0;0;0;1685516096;1685504074;1685557622
 Clear; clear sky; 295.85; 295.72; 293.18; 297.38;1014;59;10000; 2.06;0;0;0;1685516096;1685504074;1685557622
 Clear; clear sky; 295.85; 295.72; 293.18; 297.38;1014;59;10000; 2.06;0;0;0;1685516096;1685504074;1685557622
 Clear; clear sky; 295.85; 295.72; 293.18; 297.38;1014;59;10000; 2.06;0;0;0;1685516096;1685504074;1685557622
 Clear; clear sky; 296.01; 295.87; 293.63; 296.95;1014;58;10000; 1.54;0;0;0;1685516666;1685504074;1685557622
 Clear; clear sky; 296.01; 295.87; 293.63; 296.95;1014;58;10000; 1.54;0;0;0;1685516666;1685504074;1685557622
 Clear; clear sky; 296.01; 295.87; 293.63; 296.95;1014;58;10000; 1.54;0;0;0;1685516666;1685504074;1685557622
 Clear; clear sky; 296.01; 295.87; 293.63; 296.95;1014;58;10000; 1.54;0;0;0;1685516666;1685504074;1685557622
 Clear; clear sky; 296.01; 295.87; 293.63; 296.95;1014;58;10000; 1.54;0;0;0;1685516666;1685504074;1685557622
 Clear; clear sky; 296.01; 295.87; 293.63; 296.95;1014;58;10000; 1.54;0;0;0;1685516666;1685504074;1685557622
 Clear; clear sky; 296.01; 295.87; 293.63; 296.95;1014;58;10000; 1.54;0;0;0;1685516666;1685504074;1685557622
 Clear; clear sky; 296.01; 295.87; 293.63; 296.95;1014;58;10000; 1.54;0;0;0;1685516666;1685504074;1685557622
 Clear; clear sky; 296.01; 295.87; 293.63; 296.95;1014;58;10000; 1.54;0;0;0;1685516666;1685504074;1685557622
 Clear; clear sky; 296.01; 295.87; 293.63; 296.95;1014;58;10000; 1.54;0;0;0;1685516666;1685504074;1685557622
 Clear; clear sky; 295.97; 295.82; 293.05; 297.1;1014;58;10000; 1.54;0;0;0;1685517199;1685504074;1685557622
 Clear; clear sky; 295.97; 295.82; 293.05; 297.1;1014;58;10000; 1.54;0;0;0;1685517199;1685504074;1685557622
 Clear; clear sky; 295.97; 295.82; 293.05; 297.1;1014;58;10000; 1.54;0;0;0;1685517199;1685504074;1685557622
 Clear; clear sky; 295.97; 295.82; 293.05; 297.1;1014;58;10000; 1.54;0;0;0;1685517199;1685504074;1685557622
 Clear; clear sky; 295.97; 295.82; 293.05; 297.1;1014;58;10000; 1.54;0;0;0;1685517199;1685504074;1685557622
 Clear; clear sky; 295.97; 295.82; 293.05; 297.1;1014;58;10000; 1.54;0;0;0;1685517199;1685504074;1685557622
 Clear; clear sky; 295.95; 295.8; 293.05; 297.1;1014;58;10000; 1.54;0;0;0;1685517429;1685504074;1685557622
 Clear; clear sky; 295.95; 295.8; 293.05; 297.1;1014;58;10000; 1.54;0;0;0;1685517429;1685504074;1685557622
 Clear; clear sky; 295.95; 295.8; 293.05; 297.1;1014;58;10000; 1.54;0;0;0;1685517429;1685504074;1685557622
 Clear; clear sky; 295.95; 295.8; 293.05; 297.1;1014;58;10000; 1.54;0;0;0;1685517429;1685504074;1685557622
 Clear; clear sky; 295.95; 295.8; 293.05; 297.1;1014;58;10000; 1.54;0;0;0;1685517429;1685504074;1685557622
 Clear; clear sky; 296.13;296; 293.05; 297.51;1014;58;10000; 1.54;0;0;0;1685518109;1685504074;1685557622
 Clear; clear sky; 296.13;296; 293.05; 297.51;1014;58;10000; 1.54;0;0;0;1685518109;1685504074;1685557622
 Clear; clear sky; 296.13;296; 293.05; 297.51;1014;58;10000; 1.54;0;0;0;1685518109;1685504074;1685557622
 Clear; clear sky; 296.13;296; 293.05; 297.51;1014;58;10000; 1.54;0;0;0;1685518109;1685504074;1685557622
 Clear; clear sky; 296.13;296; 293.05; 297.51;1014;58;10000; 1.54;0;0;0;1685518109;1685504074;1685557622
 Clear; clear sky; 296.13;296; 293.05; 297.51;1014;58;10000; 1.54;0;0;0;1685518109;1685504074;1685557622
 Clear; clear sky; 296.13;296; 293.05; 297.51;1014;58;10000; 1.54;0;0;0;1685518109;1685504074;1685557622
 Clear; clear sky; 296.13;296; 293.05; 297.51;1014;58;10000; 1.54;0;0;0;1685518109;1685504074;1685557622
 Clear; clear sky; 296.13;296; 293.05; 297.51;1014;58;10000; 1.54;0;0;0;1685518109;1685504074;1685557622
 Clear; clear sky; 296.13;296; 293.05; 297.51;1014;58;10000; 1.54;0;0;0;1685518109;1685504074;1685557622
 Clear; clear sky; 296.92; 296.84; 293.05; 297.66;1014;57;10000; 1.54;0;0;0;1685518846;1685504074;1685557622
 Clear; clear sky; 296.92; 296.84; 293.05; 297.66;1014;57;10000; 1.54;0;0;0;1685518846;1685504074;1685557622
 Clear; clear sky; 296.92; 296.84; 293.05; 297.66;1014;57;10000; 1.54;0;0;0;1685518846;1685504074;1685557622
 Clear; clear sky; 296.92; 296.84; 293.05; 297.66;1014;57;10000; 1.54;0;0;0;1685518846;1685504074;1685557622
 Clear; clear sky; 296.92; 296.84; 293.05; 297.66;1014;57;10000; 1.54;0;0;0;1685518846;1685504074;1685557622
 Clear; clear sky; 296.92; 296.84; 293.05; 297.66;1014;57;10000; 1.54;0;0;0;1685518846;1685504074;1685557622
 Clear; clear sky; 296.92; 296.84; 293.05; 297.66;1014;57;10000; 1.54;0;0;0;1685518846;1685504074;1685557622
 Clear; clear sky; 296.92; 296.84; 293.05; 297.66;1014;57;10000; 1.54;0;0;0;1685518846;1685504074;1685557622
 Clear; clear sky; 296.92; 296.84; 293.05; 297.66;1014;57;10000; 1.54;0;0;0;1685518846;1685504074;1685557622
 Clear; clear sky; 296.92; 296.84; 293.05; 297.66;1014;57;10000; 1.54;0;0;0;1685518846;1685504074;1685557622
 Clear; clear sky; 296.92; 296.81; 293.05; 297.93;1014;56;10000; 1.54;0;0;0;1685519369;1685504074;1685557622
 Clear; clear sky; 296.92; 296.81; 293.05; 297.93;1014;56;10000; 1.54;0;0;0;1685519369;1685504074;1685557622
 Clear; clear sky; 296.92; 296.81; 293.05; 297.93;1014;56;10000; 1.54;0;0;0;1685519369;1685504074;1685557622
 Clear; clear sky; 296.92; 296.81; 293.05; 297.93;1014;56;10000; 1.54;0;0;0;1685519369;1685504074;1685557622
 Clear; clear sky; 296.92; 296.81; 293.05; 297.93;1014;56;10000; 1.54;0;0;0;1685519369;1685504074;1685557622
 Clear; clear sky; 296.92; 296.81; 293.05; 297.93;1014;56;10000; 1.54;0;0;0;1685519369;1685504074;1685557622
 Clear; clear sky; 296.92; 296.81; 293.05; 297.93;1014;56;10000; 1.54;0;0;0;1685519369;1685504074;1685557622
 Clear; clear sky; 296.92; 296.81; 293.05; 297.93;1014;56;10000; 1.54;0;0;0;1685519369;1685504074;1685557622
 Clear; clear sky; 296.92; 296.81; 293.05; 297.93;1014;56;10000; 1.54;0;0;0;1685519369;1685504074;1685557622
 Clear; clear sky; 296.92; 296.81; 293.05; 297.93;1014;56;10000; 1.54;0;0;0;1685519369;1685504074;1685557622
 Clear; clear sky; 297.31; 297.24; 295.29; 298.06;1014;56;10000; 1.54;0;0;0;1685519933;1685504074;1685557622
 Clear; clear sky; 297.31; 297.24; 295.29; 298.06;1014;56;10000; 1.54;0;0;0;1685519933;1685504074;1685557622
 Clear; clear sky; 297.31; 297.24; 295.29; 298.06;1014;56;10000; 1.54;0;0;0;1685519933;1685504074;1685557622
 Clear; clear sky; 297.31; 297.24; 295.29; 298.06;1014;56;10000; 1.54;0;0;0;1685519933;1685504074;1685557622
 Clear; clear sky; 297.31; 297.24; 295.29; 298.06;1014;56;10000; 1.54;0;0;0;1685519933;1685504074;1685557622
 Clear; clear sky; 297.31; 297.24; 295.29; 298.06;1014;56;10000; 1.54;0;0;0;1685519933;1685504074;1685557622
 Clear; clear sky; 297.31; 297.24; 295.29; 298.06;1014;56;10000; 1.54;0;0;0;1685519933;1685504074;1685557622
 Clear; clear sky; 297.31; 297.24; 295.29; 298.06;1014;56;10000; 1.54;0;0;0;1685519933;1685504074;1685557622
 Clear; clear sky; 297.31; 297.24; 295.29; 298.06;1014;56;10000; 1.54;0;0;0;1685519933;1685504074;1685557622
 Clear; clear sky; 297.31; 297.24; 295.29; 298.06;1014;56;10000; 1.54;0;0;0;1685519933;1685504074;1685557622
 Clear; clear sky; 297.66; 297.58; 295.23; 298.21;1014;54;10000; 1.54;0;0;0;1685520778;1685504074;1685557622
 Clear; clear sky; 297.66; 297.58; 295.23; 298.21;1014;54;10000; 1.54;0;0;0;1685520778;1685504074;1685557622
 Clear; clear sky; 297.66; 297.58; 295.23; 298.21;1014;54;10000; 1.54;0;0;0;1685520778;1685504074;1685557622
 Clear; clear sky; 297.66; 297.58; 295.23; 298.21;1014;54;10000; 1.54;0;0;0;1685520778;1685504074;1685557622
 Clear; clear sky; 297.66; 297.58; 295.23; 298.21;1014;54;10000; 1.54;0;0;0;1685520778;1685504074;1685557622
 Clear; clear sky; 297.66; 297.58; 295.23; 298.21;1014;54;10000; 1.54;0;0;0;1685520778;1685504074;1685557622
 Clear; clear sky; 297.66; 297.58; 295.23; 298.21;1014;54;10000; 1.54;0;0;0;1685520778;1685504074;1685557622
 Clear; clear sky; 297.66; 297.58; 295.23; 298.21;1014;54;10000; 1.54;0;0;0;1685520778;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521232;1685504074;1685557622
 Clear; clear sky; 297.66; 297.58; 295.23; 298.21;1014;54;10000; 1.54;0;0;0;1685520778;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521232;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521232;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521232;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521232;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521232;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521232;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521232;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521232;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521232;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521770;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521770;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521770;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521770;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521770;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521770;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521770;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521770;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521770;1685504074;1685557622
 Clear; clear sky; 297.85; 297.79; 295.79; 298.62;1014;54;10000; 1.54;0;0;0;1685521770;1685504074;1685557622
 Clear; clear sky; 297.9; 297.81; 295.79; 298.77;1014;53;10000; 2.57;0;20;0;1685522400;1685504074;1685557622
 Clear; clear sky; 297.9; 297.81; 295.79; 298.77;1014;53;10000; 2.57;0;20;0;1685522400;1685504074;1685557622
 Clear; clear sky; 297.9; 297.81; 295.79; 298.77;1014;53;10000; 2.57;0;20;0;1685522400;1685504074;1685557622
 Clear; clear sky; 297.9; 297.81; 295.79; 298.77;1014;53;10000; 2.57;0;20;0;1685522400;1685504074;1685557622
 Clear; clear sky; 297.9; 297.81; 295.79; 298.77;1014;53;10000; 2.57;0;20;0;1685522400;1685504074;1685557622
 Clear; clear sky; 297.9; 297.81; 295.79; 298.77;1014;53;10000; 2.57;0;20;0;1685522400;1685504074;1685557622
 Clear; clear sky; 297.9; 297.81; 295.79; 298.77;1014;53;10000; 2.57;0;20;0;1685522400;1685504074;1685557622
 Clear; clear sky; 297.9; 297.81; 295.79; 298.77;1014;53;10000; 2.57;0;20;0;1685522400;1685504074;1685557622
 Clear; clear sky; 297.9; 297.81; 295.79; 298.77;1014;53;10000; 2.57;0;20;0;1685522400;1685504074;1685557622
 Clear; clear sky; 297.9; 297.81; 295.79; 298.77;1014;53;10000; 2.57;0;20;0;1685522400;1685504074;1685557622
 Clear; clear sky; 297.97; 297.89; 296.05; 298.77;1014;53;10000; 2.57;0;20;0;1685523289;1685504074;1685557622
 Clear; clear sky; 297.97; 297.89; 296.05; 298.77;1014;53;10000; 2.57;0;20;0;1685523289;1685504074;1685557622
 Clear; clear sky; 297.97; 297.89; 296.05; 298.77;1014;53;10000; 2.57;0;20;0;1685523289;1685504074;1685557622
 Clear; clear sky; 297.97; 297.89; 296.05; 298.77;1014;53;10000; 2.57;0;20;0;1685523289;1685504074;1685557622
 Clear; clear sky; 297.97; 297.89; 296.05; 298.77;1014;53;10000; 2.57;0;20;0;1685523289;1685504074;1685557622
 Clear; clear sky; 297.97; 297.89; 296.05; 298.77;1014;53;10000; 2.57;0;20;0;1685523289;1685504074;1685557622
 Clear; clear sky; 297.97; 297.89; 296.05; 298.77;1014;53;10000; 2.57;0;20;0;1685523289;1685504074;1685557622
 Clear; clear sky; 297.97; 297.89; 296.05; 298.77;1014;53;10000; 2.57;0;20;0;1685523289;1685504074;1685557622
 Clear; clear sky; 297.97; 297.89; 296.05; 298.77;1014;53;10000; 2.57;0;20;0;1685523289;1685504074;1685557622
 Clear; clear sky; 297.97; 297.89; 296.05; 298.77;1014;53;10000; 2.57;0;20;0;1685523289;1685504074;1685557622
 Clear; clear sky; 298.42; 298.36; 296.34; 299.33;1014;52;10000; 2.57;0;20;0;1685523732;1685504074;1685557622
 Clear; clear sky; 298.42; 298.36; 296.34; 299.33;1014;52;10000; 2.57;0;20;0;1685523732;1685504074;1685557622
 Clear; clear sky; 298.42; 298.36; 296.34; 299.33;1014;52;10000; 2.57;0;20;0;1685523732;1685504074;1685557622
 Clear; clear sky; 298.42; 298.36; 296.34; 299.33;1014;52;10000; 2.57;0;20;0;1685523732;1685504074;1685557622
 Clear; clear sky; 298.42; 298.36; 296.34; 299.33;1014;52;10000; 2.57;0;20;0;1685523732;1685504074;1685557622
 Clear; clear sky; 298.42; 298.36; 296.34; 299.33;1014;52;10000; 2.57;0;20;0;1685523732;1685504074;1685557622
 Clear; clear sky; 298.42; 298.36; 296.34; 299.33;1014;52;10000; 2.57;0;20;0;1685523732;1685504074;1685557622
 Clear; clear sky; 298.42; 298.36; 296.34; 299.33;1014;52;10000; 2.57;0;20;0;1685523732;1685504074;1685557622
 Clear; clear sky; 298.42; 298.36; 296.34; 299.33;1014;52;10000; 2.57;0;20;0;1685523732;1685504074;1685557622
 Clear; clear sky; 298.42; 298.36; 296.34; 299.33;1014;52;10000; 2.57;0;20;0;1685523732;1685504074;1685557622
 Clear; clear sky; 298.73; 298.7; 296.18; 299.6;1014;52;10000; 2.06;0;0;0;1685524577;1685504074;1685557622
 Clear; clear sky; 298.73; 298.7; 296.18; 299.6;1014;52;10000; 2.06;0;0;0;1685524577;1685504074;1685557622
 Clear; clear sky; 298.73; 298.7; 296.18; 299.6;1014;52;10000; 2.06;0;0;0;1685524577;1685504074;1685557622
 Clear; clear sky; 298.73; 298.7; 296.18; 299.6;1014;52;10000; 2.06;0;0;0;1685524577;1685504074;1685557622
 Clear; clear sky; 298.73; 298.7; 296.18; 299.6;1014;52;10000; 2.06;0;0;0;1685524577;1685504074;1685557622
 Clear; clear sky; 298.73; 298.7; 296.18; 299.6;1014;52;10000; 2.06;0;0;0;1685524577;1685504074;1685557622
 Clear; clear sky; 298.73; 298.7; 296.18; 299.6;1014;52;10000; 2.06;0;0;0;1685524577;1685504074;1685557622
 Clear; clear sky; 298.73; 298.7; 296.18; 299.6;1014;52;10000; 2.06;0;0;0;1685524577;1685504074;1685557622
 Clear; clear sky; 298.73; 298.7; 296.18; 299.33;1014;52;10000; 2.06;0;0;0;1685524509;1685504074;1685557622
 Clear; clear sky; 298.73; 298.7; 296.18; 299.6;1014;52;10000; 2.06;0;0;0;1685524577;1685504074;1685557622
 Clear; clear sky; 298.82; 298.8; 296.18; 299.88;1014;52;10000; 2.06;0;0;0;1685525220;1685504074;1685557622
 Clear; clear sky; 298.82; 298.8; 296.18; 299.88;1014;52;10000; 2.06;0;0;0;1685525220;1685504074;1685557622
 Clear; clear sky; 298.82; 298.8; 296.18; 299.88;1014;52;10000; 2.06;0;0;0;1685525220;1685504074;1685557622
 Clear; clear sky; 298.82; 298.8; 296.18; 299.88;1014;52;10000; 2.06;0;0;0;1685525220;1685504074;1685557622
 Clear; clear sky; 298.82; 298.8; 296.18; 299.88;1014;52;10000; 2.06;0;0;0;1685525220;1685504074;1685557622
 Clear; clear sky; 298.82; 298.8; 296.18; 299.88;1014;52;10000; 2.06;0;0;0;1685525220;1685504074;1685557622
 Clear; clear sky; 298.82; 298.8; 296.18; 299.88;1014;52;10000; 2.06;0;0;0;1685525220;1685504074;1685557622
 Clear; clear sky; 298.82; 298.8; 296.18; 299.88;1014;52;10000; 2.06;0;0;0;1685525220;1685504074;1685557622
 Clear; clear sky; 298.82; 298.8; 296.18; 299.88;1014;52;10000; 2.06;0;0;0;1685525220;1685504074;1685557622
 Clear; clear sky; 298.82; 298.8; 296.18; 299.88;1014;52;10000; 2.06;0;0;0;1685525220;1685504074;1685557622
 Clear; clear sky; 298.8; 298.75; 295.79; 299.88;1014;51;10000; 2.06;0;0;0;1685525598;1685504074;1685557622
 Clear; clear sky; 298.8; 298.75; 295.79; 299.88;1014;51;10000; 2.06;0;0;0;1685525598;1685504074;1685557622
 Clear; clear sky; 298.8; 298.75; 295.79; 299.88;1014;51;10000; 2.06;0;0;0;1685525598;1685504074;1685557622
 Clear; clear sky; 298.8; 298.75; 295.79; 299.88;1014;51;10000; 2.06;0;0;0;1685525598;1685504074;1685557622
 Clear; clear sky; 298.8; 298.75; 295.79; 299.88;1014;51;10000; 2.06;0;0;0;1685525598;1685504074;1685557622
 Clear; clear sky; 298.86; 298.82; 296.18; 299.88;1014;51;10000; 2.06;0;0;0;1685526186;1685504074;1685557622
 Clear; clear sky; 298.86; 298.82; 296.18; 299.88;1014;51;10000; 2.06;0;0;0;1685526186;1685504074;1685557622
 Clear; clear sky; 298.86; 298.82; 296.18; 299.88;1014;51;10000; 2.06;0;0;0;1685526186;1685504074;1685557622
 Clear; clear sky; 298.86; 298.82; 296.18; 299.88;1014;51;10000; 2.06;0;0;0;1685526186;1685504074;1685557622
 Clear; clear sky; 298.86; 298.82; 296.18; 299.88;1014;51;10000; 2.06;0;0;0;1685526186;1685504074;1685557622
 Clear; clear sky; 298.86; 298.82; 296.18; 299.88;1014;51;10000; 2.06;0;0;0;1685526186;1685504074;1685557622
 Clear; clear sky; 298.86; 298.82; 296.18; 299.88;1014;51;10000; 2.06;0;0;0;1685526186;1685504074;1685557622
 Clear; clear sky; 298.86; 298.82; 296.18; 299.88;1014;51;10000; 2.06;0;0;0;1685526186;1685504074;1685557622
 Clear; clear sky; 298.86; 298.82; 296.18; 299.88;1014;51;10000; 2.06;0;0;0;1685526186;1685504074;1685557622
 Clear; clear sky; 298.86; 298.82; 296.18; 299.88;1014;51;10000; 2.06;0;0;0;1685526186;1685504074;1685557622
 Clear; clear sky; 298.86; 298.79; 296.18; 299.88;1014;50;10000; 2.06;0;0;0;1685526570;1685504074;1685557622
 Clear; clear sky; 298.86; 298.79; 296.18; 299.88;1014;50;10000; 2.06;0;0;0;1685526570;1685504074;1685557622
 Clear; clear sky; 298.86; 298.79; 296.18; 299.88;1014;50;10000; 2.06;0;0;0;1685526570;1685504074;1685557622
 Clear; clear sky; 298.86; 298.79; 296.18; 299.88;1014;50;10000; 2.06;0;0;0;1685526570;1685504074;1685557622
 Clear; clear sky; 298.86; 298.79; 296.18; 299.88;1014;50;10000; 2.06;0;0;0;1685526570;1685504074;1685557622
 Clear; clear sky; 298.86; 298.79; 296.18; 299.88;1014;50;10000; 2.06;0;0;0;1685526570;1685504074;1685557622
 Clear; clear sky; 298.86; 298.79; 296.18; 299.88;1014;50;10000; 2.06;0;0;0;1685526570;1685504074;1685557622
 Clear; clear sky; 298.86; 298.79; 296.18; 299.88;1014;50;10000; 2.06;0;0;0;1685526570;1685504074;1685557622
 Clear; clear sky; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;0;1685527260;1685504074;1685557622
 Clear; clear sky; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;0;1685527260;1685504074;1685557622
 Clear; clear sky; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;0;1685527260;1685504074;1685557622
 Clear; clear sky; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;0;1685527260;1685504074;1685557622
 Clear; clear sky; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;0;1685527260;1685504074;1685557622
 Clear; clear sky; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;0;1685527260;1685504074;1685557622
 Clear; clear sky; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;0;1685527260;1685504074;1685557622
 Clear; clear sky; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;0;1685527260;1685504074;1685557622
 Clear; clear sky; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;0;1685527260;1685504074;1685557622
 Clouds; few clouds; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;20;1685527887;1685504074;1685557622
 Clouds; few clouds; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;20;1685527887;1685504074;1685557622
 Clouds; few clouds; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;20;1685527887;1685504074;1685557622
 Clouds; few clouds; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;20;1685527887;1685504074;1685557622
 Clouds; few clouds; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;20;1685527887;1685504074;1685557622
 Clouds; few clouds; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;20;1685527887;1685504074;1685557622
 Clouds; few clouds; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;20;1685527887;1685504074;1685557622
 Clouds; few clouds; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;20;1685527887;1685504074;1685557622
 Clouds; few clouds; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;20;1685527887;1685504074;1685557622
 Clouds; few clouds; 298.93; 298.9; 296.34; 300.7;1014;51;10000; 2.06;0;0;20;1685527887;1685504074;1685557622
 Clouds; few clouds; 298.9; 298.86; 296.9; 300.15;1014;51;10000; 2.06;0;0;20;1685528064;1685504074;1685557622
 Clouds; few clouds; 298.9; 298.86; 296.9; 300.15;1014;51;10000; 2.06;0;0;20;1685528064;1685504074;1685557622
 Clouds; few clouds; 298.9; 298.86; 296.9; 300.15;1014;51;10000; 2.06;0;0;20;1685528064;1685504074;1685557622
 Clouds; few clouds; 298.9; 298.86; 296.9; 300.15;1014;51;10000; 2.06;0;0;20;1685528064;1685504074;1685557622
 Clouds; few clouds; 298.9; 298.86; 296.9; 300.15;1014;51;10000; 2.06;0;0;20;1685528064;1685504074;1685557622
 Clouds; few clouds; 298.62; 298.61; 296.18; 299.6;1014;53;10000; 2.06;0;0;20;1685528696;1685504074;1685557622
 Clouds; few clouds; 298.62; 298.61; 296.18; 299.6;1014;53;10000; 2.06;0;0;20;1685528696;1685504074;1685557622
 Clouds; few clouds; 298.62; 298.61; 296.18; 299.6;1014;53;10000; 2.06;0;0;20;1685528696;1685504074;1685557622
 Clouds; few clouds; 298.62; 298.61; 296.18; 299.6;1014;53;10000; 2.06;0;0;20;1685528696;1685504074;1685557622
 Clouds; few clouds; 298.62; 298.61; 296.18; 299.6;1014;53;10000; 2.06;0;0;20;1685528696;1685504074;1685557622
 Clouds; few clouds; 298.62; 298.61; 296.18; 299.6;1014;53;10000; 2.06;0;0;20;1685528696;1685504074;1685557622
 Clouds; few clouds; 298.62; 298.61; 296.18; 299.6;1014;53;10000; 2.06;0;0;20;1685528696;1685504074;1685557622
 Clouds; few clouds; 298.62; 298.61; 296.18; 299.6;1014;53;10000; 2.06;0;0;20;1685528696;1685504074;1685557622
 Clouds; few clouds; 298.62; 298.61; 296.18; 299.6;1014;53;10000; 2.06;0;0;20;1685528696;1685504074;1685557622
 Clouds; few clouds; 298.62; 298.61; 296.18; 299.6;1014;53;10000; 2.06;0;0;20;1685528696;1685504074;1685557622
 Clouds; few clouds; 298.84; 298.85; 296.18; 300.16;1014;53;10000; 2.06;0;0;20;1685529256;1685504074;1685557622
 Clouds; few clouds; 298.84; 298.85; 296.18; 300.16;1014;53;10000; 2.06;0;0;20;1685529256;1685504074;1685557622
 Clouds; few clouds; 298.84; 298.85; 296.18; 300.16;1014;53;10000; 2.06;0;0;20;1685529256;1685504074;1685557622
 Clouds; few clouds; 298.84; 298.85; 296.18; 300.16;1014;53;10000; 2.06;0;0;20;1685529256;1685504074;1685557622
 Clouds; few clouds; 298.84; 298.85; 296.18; 300.16;1014;53;10000; 2.06;0;0;20;1685529256;1685504074;1685557622
 Clouds; few clouds; 298.84; 298.85; 296.18; 300.16;1014;53;10000; 2.06;0;0;20;1685529256;1685504074;1685557622
 Clouds; few clouds; 298.84; 298.85; 296.18; 300.16;1014;53;10000; 2.06;0;0;20;1685529256;1685504074;1685557622
 Clouds; few clouds; 298.91; 298.93; 296.18; 300.16;1014;53;10000; 2.06;0;0;20;1685529699;1685504074;1685557622
 Clouds; few clouds; 298.91; 298.93; 296.18; 300.16;1014;53;10000; 2.06;0;0;20;1685529699;1685504074;1685557622
 Clouds; few clouds; 298.91; 298.93; 296.18; 300.16;1014;53;10000; 2.06;0;0;20;1685529699;1685504074;1685557622
 Clouds; few clouds; 298.91; 298.93; 296.18; 300.16;1014;53;10000; 2.06;0;0;20;1685529699;1685504074;1685557622
